2026-04-26 21:47:23,535 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
2026-04-26 21:47:23,535 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:47:23,536 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:48:23,536 | INFO | __main__ | Cycle started
2026-04-26 21:48:23,905 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:48:23,906 | INFO | __main__ | Fetched RSS articles: 0
2026-04-26 21:48:23,906 | INFO | __main__ | Backfilling sitemap for source=The Block
2026-04-26 21:48:24,257 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:48:24,374 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap_index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:48:24,492 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap-index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:48:24,606 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:48:24,722 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:48:24,723 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
2026-04-26 21:48:24,723 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:48:24,725 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:49:24,725 | INFO | __main__ | Cycle started
2026-04-26 21:49:25,156 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:49:25,158 | INFO | __main__ | Fetched RSS articles: 0
2026-04-26 21:49:25,158 | INFO | __main__ | Backfilling sitemap for source=The Block
2026-04-26 21:49:25,368 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:49:25,434 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap_index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:49:25,509 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap-index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:49:25,578 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:49:25,646 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:49:25,647 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
2026-04-26 21:49:25,648 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:49:25,649 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:50:25,649 | INFO | __main__ | Cycle started
2026-04-26 21:50:25,912 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:50:25,917 | INFO | __main__ | Fetched RSS articles: 0
2026-04-26 21:50:25,917 | INFO | __main__ | Backfilling sitemap for source=The Block
2026-04-26 21:50:26,246 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:50:26,321 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap_index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:50:26,396 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap-index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:50:26,473 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:50:26,549 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:50:26,549 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
2026-04-26 21:50:26,549 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:50:26,550 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:51:26,550 | INFO | __main__ | Cycle started
2026-04-26 21:51:27,096 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
